processing_id,expedition_id,target_species,processing_date,batch_number,sample_type,processing_method,input_biomass_g,processing_temperature,processing_duration_hours,yield_percentage,final_extract_volume_ml,protein_concentration,contamination_level,storage_conditions,quality_control_passed,processing_cost_usd,technician,equipment_used,safety_protocol,waste_disposal_method,processing_notes
EXP-0068-PROC-2,EXP-0068,Phyllobates terribilis,2024-12-23,2,Skin Extract,Homogenization and Extraction,2983.33,6.7,15.1,79.2,485.3,11.47,None,4°C Refrigerated,True,1143.51,Andre Rodriguez,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Better number student price moment.
EXP-0068-PROC-3,EXP-0068,Phyllobates terribilis,2024-12-14,3,Skin Extract,Homogenization and Extraction,2983.33,-41.4,6.0,49.5,424.1,15.94,None,-80°C Ultra-low,True,1288.05,Dawn Diaz,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Responsibility actually TV pretty up story life police.
EXP-0069-PROC-1,EXP-0069,Phyllobates terribilis,2024-01-26,1,Skin Extract,Homogenization and Extraction,4420.0,-57.1,42.2,25.0,139.0,0.11,None,Liquid Nitrogen,True,4418.01,Patrick Zamora,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Some around pay more same strong.
EXP-0069-PROC-2,EXP-0069,Phyllobates terribilis,2024-01-10,2,Skin Extract,Homogenization and Extraction,4420.0,-1.2,9.0,41.7,182.1,1.97,None,-80°C Ultra-low,True,2687.59,Daniel Stone,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Rise mother country moment.
EXP-0070-PROC-1,EXP-0070,Phyllobates terribilis,2025-06-09,1,Skin Extract,Homogenization and Extraction,6710.0,-49.4,11.5,24.1,455.1,9.41,Low,-80°C Ultra-low,True,2598.35,Mario White,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Indeed black police group learn professor third.
EXP-0071-PROC-1,EXP-0071,Halichondria okadai,2023-11-17,1,Sponge Tissue,Homogenization and Extraction,73.33,-28.8,21.8,52.8,499.8,15.41,None,4°C Refrigerated,True,2290.4,Christopher Morales,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Price move outside value total nearly.
EXP-0071-PROC-2,EXP-0071,Halichondria okadai,2023-11-08,2,Sponge Tissue,Homogenization and Extraction,73.33,-76.8,11.4,32.2,260.2,12.34,Low,4°C Refrigerated,True,4597.73,Sarah Gutierrez DDS,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Part none degree she unit effect.
EXP-0071-PROC-3,EXP-0071,Halichondria okadai,2023-11-17,3,Sponge Tissue,Homogenization and Extraction,73.33,-74.7,3.6,49.1,224.7,16.8,None,-20°C Freezer,True,1223.06,Jillian Sanders,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Work other military.
EXP-0072-PROC-1,EXP-0072,Phyllobates terribilis,2023-10-04,1,Skin Extract,Homogenization and Extraction,7340.0,-55.1,4.3,63.0,64.7,12.21,None,4°C Refrigerated,True,1764.72,Elizabeth Evans MD,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Against state ready every network news.
EXP-0073-PROC-1,EXP-0073,Bugula neritina,2026-02-28,1,Colony Material,Homogenization and Extraction,1605.0,4.2,20.0,65.1,71.5,15.48,None,-80°C Ultra-low,True,1566.2,Brittney Johnson,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Choose enter threat economic eight feel.
EXP-0073-PROC-2,EXP-0073,Bugula neritina,2026-03-06,2,Colony Material,Homogenization and Extraction,1605.0,17.6,19.8,10.3,19.4,16.55,None,Liquid Nitrogen,True,2861.31,Laura Robinson,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Rich society common stay.
EXP-0074-PROC-1,EXP-0074,Salinispora tropica,2023-08-17,1,Bacterial Culture,Fermentation and Extraction,2766.67,-43.8,3.4,81.9,337.3,18.67,None,Liquid Nitrogen,True,1694.73,Laura Velez,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Politics also space high sister two free they.
EXP-0074-PROC-2,EXP-0074,Salinispora tropica,2023-08-01,2,Bacterial Culture,Fermentation and Extraction,2766.67,-46.7,41.0,80.8,443.6,14.81,None,-80°C Ultra-low,True,1748.59,Timothy Martinez,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Section support up plant place.
EXP-0074-PROC-3,EXP-0074,Salinispora tropica,2023-08-06,3,Bacterial Culture,Fermentation and Extraction,2766.67,-78.9,34.9,61.5,315.1,19.8,None,Liquid Nitrogen,False,1903.46,Joseph Flores,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Change maybe determine anything rule hotel knowledge.
EXP-0075-PROC-1,EXP-0075,Bothrops jararaca,2025-04-27,1,Crude Venom,Lyophilization and Fractionation,2470.0,-33.5,14.0,32.5,418.9,18.72,None,-20°C Freezer,True,1335.8,Kathy Walker,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Chemical Waste,Skill challenge from live seat.
EXP-0076-PROC-1,EXP-0076,Phyllobates terribilis,2023-07-07,1,Skin Extract,Homogenization and Extraction,1562.5,-73.5,6.2,18.0,301.7,3.09,None,Liquid Nitrogen,False,4856.34,Deborah Ross,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Similar candidate care nice maintain present.
EXP-0076-PROC-2,EXP-0076,Phyllobates terribilis,2023-07-19,2,Skin Extract,Homogenization and Extraction,1562.5,-54.1,23.7,58.0,378.1,15.1,None,-20°C Freezer,True,3100.51,Luis Fitzgerald,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Drug entire involve range office.
EXP-0076-PROC-3,EXP-0076,Phyllobates terribilis,2023-07-16,3,Skin Extract,Homogenization and Extraction,1562.5,-0.5,4.6,5.6,114.1,13.3,Low,-80°C Ultra-low,True,2350.39,Jason Diaz,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Fly order agency fight write.
EXP-0076-PROC-4,EXP-0076,Phyllobates terribilis,2023-07-15,4,Skin Extract,Homogenization and Extraction,1562.5,14.0,43.8,30.1,348.6,5.51,None,Liquid Nitrogen,True,1357.74,Wanda Ramos,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Key under do rate.
EXP-0077-PROC-1,EXP-0077,Bothrops jararaca,2025-04-21,1,Crude Venom,Lyophilization and Fractionation,1350.0,-34.9,40.2,14.6,370.1,10.68,None,4°C Refrigerated,True,1795.75,Nicholas Miller,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Drug per challenge.
EXP-0078-PROC-1,EXP-0078,Phyllobates terribilis,2024-06-18,1,Skin Extract,Homogenization and Extraction,2142.5,-17.4,22.0,18.2,67.1,10.98,None,-20°C Freezer,True,4560.86,Donna Cooper,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Figure likely forward science.
EXP-0078-PROC-2,EXP-0078,Phyllobates terribilis,2024-06-07,2,Skin Extract,Homogenization and Extraction,2142.5,-10.8,44.9,70.7,287.6,13.17,None,4°C Refrigerated,True,4542.74,Joshua Christensen,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Low role center recognize adult on professional.
EXP-0078-PROC-3,EXP-0078,Phyllobates terribilis,2024-07-02,3,Skin Extract,Homogenization and Extraction,2142.5,-78.9,40.0,69.1,61.2,11.58,None,4°C Refrigerated,True,2587.92,Christopher Campbell,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Even let war at produce production tree growth.
EXP-0078-PROC-4,EXP-0078,Phyllobates terribilis,2024-06-16,4,Skin Extract,Homogenization and Extraction,2142.5,-57.5,5.1,52.6,372.0,0.75,None,4°C Refrigerated,False,3464.23,Eduardo Ware,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Discuss herself with between firm term.
EXP-0079-PROC-1,EXP-0079,Bothrops jararaca,2024-09-02,1,Crude Venom,Lyophilization and Fractionation,5180.0,-61.9,28.1,28.7,469.8,16.39,None,Liquid Nitrogen,True,4926.05,Charlotte Mason,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Night Republican always two figure majority season.
EXP-0080-PROC-1,EXP-0080,Phyllobates terribilis,2025-10-04,1,Skin Extract,Homogenization and Extraction,4695.0,-34.7,18.0,9.0,35.9,13.87,None,-80°C Ultra-low,False,2560.68,Michael Kelly,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Door within may speech personal.
EXP-0080-PROC-2,EXP-0080,Phyllobates terribilis,2025-10-09,2,Skin Extract,Homogenization and Extraction,4695.0,-53.4,28.6,33.7,413.5,16.43,None,4°C Refrigerated,True,2648.08,Stefanie Briggs,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Want we difficult.
